x,y,class
-1.6101501856461824,-2.56900570367046,1.0
-0.4362728238855307,-2.4684559487420286,1.0
-0.7384372909187662,-3.0041184991588663,1.0
-1.1765808238987336,-1.3849794157002622,1.0
-2.9931932611645684,-3.4475013441346394,1.0
-1.1556700468100813,-2.3362100898557796,1.0
-1.8934655259608428,-3.4984153378885576,1.0
-2.525970535664383,-2.0829158778074857,1.0
-1.5077092363761744,-1.7190103522940923,1.0
-1.3162891714297906,-3.310542633727886,1.0
-2.561617250352305,-1.4978987012887068,1.0
-2.592669527314246,-3.0597996774058105,1.0
-1.5010650845265174,-3.601213565562202,1.0
0.5113684290488036,-2.0278965155268045,1.0
-2.0562383414266026,-2.8046065719119055,1.0
-1.9955870945829606,-2.0838931514853036,1.0
-2.200891663191979,-1.9659521007654939,1.0
-3.5823598795126674,-2.0503934465380613,1.0
-2.6792254780134885,-2.1479363982590893,1.0
-2.387145718956388,-2.063211713022086,1.0
-2.1549201458451077,-1.1305430676181634,1.0
-3.0790007901438634,-3.319819149792455,1.0
-1.8429162970325823,-2.78508177233104,1.0
-2.8137196049368227,-1.0309237434370337,1.0
-4.038058389652404,-3.3941650219404185,1.0
-0.6101221595574318,-4.345196990822853,1.0
0.5315406055495653,-3.3733052404223365,1.0
1.0717453407068787,-3.2930657560424517,1.0
-0.5588589710902752,-3.1510681866984056,1.0
-2.4718756824995967,-0.43700377097464926,1.0
-2.7327304836281083,-0.9381117196617239,1.0
-1.9324597431847128,-2.3520365628652673,1.0
-3.149768209240527,-3.0611306294646248,1.0
-1.9171031410043364,-1.555835427218099,1.0
-3.138540025834633,-2.271038343307204,1.0
0.07300957603530156,-2.9787900438639494,1.0
-1.3776956169094563,-2.873604021952923,1.0
-1.3538648795305086,-1.9489582174552054,1.0
-1.1756020776637532,-2.1722796203857655,1.0
-1.4083824373114349,-1.6643371968289513,1.0
-2.9992609234765237,-1.0923068323854246,1.0
-1.199047609214046,-3.482704099501328,1.0
-3.905515165775154,0.040485078381050865,1.0
-2.0632712967844564,-2.1490758261648493,1.0
-2.6961350889979165,-2.7838015580672724,1.0
-1.4006509680274666,-2.5472389682353973,1.0
-2.2993144110988126,-0.5312170114082722,1.0
-2.584524426018123,-0.6529913676283381,1.0
-1.2750260411071226,-1.0080790371150368,1.0
-3.8528761582793685,-2.3933252528831233,1.0
-1.8849773828483718,-2.4582430232272183,1.0
-1.3444100134812764,-0.9701651008815764,1.0
-0.7791978075721675,0.569063437634048,1.0
-2.1658026524964704,-2.3311464504280606,1.0
-1.0994145323815607,-2.8001403133711404,1.0
-2.2663451566330814,-3.7425204368127156,1.0
-1.986130805808108,-3.0583224125098107,1.0
-2.2993827108183256,-0.38085264837076127,1.0
-2.1327649005381186,-1.4920202016151634,1.0
0.8155032888600906,-2.6451175168110534,1.0
-3.4524688417404166,-0.13891103320946607,1.0
-2.790104066041276,-0.9183389959948793,1.0
-2.5358506243686763,-3.071998118341349,1.0
-1.389818246179272,-1.2798490164695209,1.0
-0.11025183975722985,-1.7831304704374378,1.0
-2.2042219402724093,-2.4191087583240396,1.0
-1.560347976724103,-1.5662130619760926,1.0
-3.0884334374777342,-0.06400128250450332,1.0
-1.9692748382605225,-2.994936832931896,1.0
-1.6904540462805562,-2.379459814566606,1.0
-2.5358788641078505,-1.745792931002466,1.0
-1.0013585734647599,-1.3735360333440119,1.0
-2.20799200720135,-0.12899573483122384,1.0
-2.94916133195966,-0.8958295815019532,1.0
-1.349849890089624,-2.210331436114569,1.0
-2.5583969211248956,-1.42462412936242,1.0
-1.45804457723892,-2.4963424938611367,1.0
-3.375824812530131,-2.359130263320983,1.0
-2.8111476323762172,-2.5883344219711115,1.0
